0	Alex_Parker	0	0.42476401998889507	7	0.2509716823986674	5	0.12585600592263557	2	0.0838423098278734	4	0.03090875439570609	8	0.020544142143253747	6	0.020544142143253747	9	0.01980381269665001	1	0.015176753655376643	3	0.0075883768276883215	
1	Astro_Jeremy	6	0.4491219629540534	0	0.22901130623045465	5	0.1671878758720231	4	0.045706038008178976	8	0.03800817897522252	2	0.03776762088044263	7	0.013230695212893913	3	0.009742602838585518	9	0.006134231416887178	1	0.004089487611258119	
2	astrobiology	2	0.8448177676537585	5	0.04648348519362187	0	0.04100227790432802	7	0.020928246013667426	8	0.01943337129840547	9	0.009253986332574031	4	0.006548974943052392	6	0.005338838268792711	1	0.0047693621867881545	3	0.0014236902050113896	
3	AstrobiologyNAI	2	0.6016059295861643	0	0.1350627959645872	5	0.11344451307391394	8	0.05703108914968087	7	0.02614782787729051	4	0.018735845171916822	9	0.015853407453160388	1	0.015647519044677784	6	0.012147416100473544	3	0.004323656578134651	
4	BadAstronomer	0	0.4279267321475976	7	0.20546854260684896	5	0.12118396602070614	8	0.06742766126891425	2	0.0653039554021768	4	0.04632333421821078	6	0.03052827183435094	1	0.02004247411733475	9	0.010883992567029467	3	0.004911069816830369	
5	CassiniSaturn	7	0.5164465328930657	5	0.2679070358140716	0	0.10045720091440183	2	0.036766573533147065	1	0.023114046228092457	9	0.018478536957073913	8	0.012446024892049785	4	0.009779019558039117	6	0.008953517907035814	3	0.005651511303022606	
6	ChabotSpace	0	0.5152351247600768	5	0.14365403071017274	2	0.10676583493282149	7	0.08079414587332054	8	0.07191698656429943	6	0.02915067178502879	4	0.0246521113243762	1	0.02231285988483685	9	0.002939059500959693	3	0.0025791746641074856	
7	Cmdr_Hadfield	0	0.5337214626807091	6	0.15666906521881338	5	0.09707594688297246	4	0.0847779158762347	2	0.04938836920259044	7	0.033296264800156995	8	0.027735984823706417	3	0.007064826323019559	9	0.005494864917904101	1	0.0047752992738928505	
8	coreyspowell	2	0.29725713578106616	7	0.23218376571110147	5	0.1540461890904588	0	0.15163147792706333	1	0.06488762305739583	4	0.05547644108723918	6	0.020865581078570988	8	0.011082905083276577	9	0.010339917033001052	3	0.0022289641508265743	
9	csa_asc	6	0.5481469995348116	0	0.14234765079857342	5	0.13816095518685068	8	0.0699333229958133	9	0.028066366878585828	2	0.024965110869902312	4	0.0224841060629555	7	0.013955652039075825	1	0.008993642425182198	3	0.002946193208249341	
10	earthskyscience	4	0.6240036888215532	7	0.12614452275871155	0	0.07324945655753903	2	0.06224886371121797	5	0.05875765759831368	1	0.030235162374020158	6	0.013503721757459983	8	0.009683156577300574	9	0.0012515644555694619	3	9.222053883143403E-4	
11	elakdawalla	7	0.40939501779359433	0	0.25409252669039145	5	0.19658362989323844	2	0.03729537366548043	9	0.03544483985765125	8	0.028469750889679714	6	0.013380782918149467	4	0.01295373665480427	1	0.006263345195729538	3	0.0061209964412811384	
12	esa	9	0.5173623714458561	6	0.16817906836055657	5	0.141318814277072	0	0.04633998790078645	8	0.036660617059891105	1	0.02746521476104053	4	0.026376285541439805	2	0.025650332728372655	7	0.007622504537205082	3	0.0030248033877797943	
13	ESA_CAVES	4	0.5110805440929237	0	0.14863212593611494	2	0.088491517652453	6	0.0709154821947119	5	0.06992205410362219	9	0.0691578786489378	7	0.015971267002903865	8	0.014442916093535076	1	0.007718172092312395	3	0.0036680421824850985	
14	ESA_Rosetta	9	0.5369593866059662	5	0.3050197675811669	0	0.07559602252306218	7	0.03246675452258296	2	0.020965616389121842	3	0.012579369833473105	4	0.0075476219000838625	6	0.003594105666706601	1	0.0031148915778123876	8	0.0021564634000239605	
15	esaoperations	9	0.5249484793605196	6	0.17104852307500157	5	0.1622431774183476	0	0.05851495659776432	8	0.031911571847873604	2	0.014987822394304627	7	0.013301692374945356	4	0.008867794916630239	3	0.008867794916630239	1	0.005308187097982889	
16	esascience	9	0.3729473810379959	5	0.2587798154141196	7	0.10919333573055257	1	0.09870550161812297	2	0.07197650725158816	0	0.06508450197770586	6	0.008090614886731391	4	0.008090614886731391	8	0.0038355507611171043	3	0.0032961764353350116	
17	HUBBLE_space	1	0.6478855721393035	0	0.09763681592039801	2	0.09713930348258706	5	0.05559701492537313	9	0.043407960199004975	7	0.024129353233830846	4	0.016417910447761194	6	0.008582089552238806	8	0.006965174129353234	3	0.002238805970149254	
18	ISS_Research	6	0.6152284263959391	0	0.1467005076142132	5	0.10380710659898477	2	0.05406091370558375	8	0.045431472081218276	1	0.010913705583756345	7	0.007360406091370559	9	0.007106598984771574	4	0.006598984771573604	3	0.0027918781725888324	
19	MarsCuriosity	5	0.7834290401968826	0	0.10359779678893707	2	0.030352748154224774	8	0.02414156803000117	7	0.020274229462088362	9	0.011836399859369507	6	0.01054728700339857	4	0.007617485058010079	3	0.005508027657330364	1	0.0026954177897574125	
20	MarsRovers	5	0.7304368698991839	0	0.14210273643783006	7	0.03408545367258761	2	0.029764762361977917	6	0.014402304368698993	8	0.01344215074411906	4	0.01344215074411906	1	0.007921267402784446	9	0.007441190590494479	3	0.006961113778204513	
21	N165Mars	0	0.40374909877433307	5	0.3453496755587599	2	0.08435472242249459	7	0.05912040374909877	4	0.043258832011535686	6	0.01658255227108868	8	0.015861571737563085	1	0.014419610670511895	3	0.009372746935832732	9	0.007930785868781542	
22	NASA	5	0.4181866595659699	6	0.20915989881507122	8	0.1158966848622021	2	0.10118492877113566	7	0.0727599520702969	0	0.04233790440686992	1	0.028358407668752496	3	0.007455731593662628	9	0.0027958993476234857	4	0.001863932898415657	
